customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-01689,Female,0,Yes,No,40,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),82.84,3322.94,No
CUST-01690,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.48,336.01,Yes
CUST-01691,Female,0,Yes,No,19,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),71.85,1398.15,No
CUST-01692,Female,0,No,No,4,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,77.19,307.78,Yes
CUST-01693,Male,1,No,Yes,39,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,62.71,2443.72,No
CUST-01694,Male,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.0,75.1,Yes
CUST-01695,Female,0,Yes,No,17,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,45.07,783.15,No
CUST-01696,Male,0,No,Yes,2,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),46.38,80.49,Yes
CUST-01697,Male,0,Yes,No,45,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),59.51,2690.84,Yes
CUST-01698,Male,0,Yes,No,4,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,61.97,260.41,No
CUST-01699,Female,0,No,Yes,16,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,73.44,1164.09,No
CUST-01700,Male,0,Yes,Yes,13,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,77.53,1029.69,No
CUST-01701,Female,1,No,No,35,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),78.86,2776.55,No
CUST-01702,Male,0,Yes,No,26,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),54.84,1450.28,No
CUST-01703,Male,0,No,Yes,72,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,58.89,4255.36,No
CUST-01704,Male,1,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.0,137.17,No
CUST-01705,Female,0,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.0,986.06,No
CUST-01706,Male,0,No,No,62,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),45.33,2778.51,No
CUST-01707,Female,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),78.98,5648.4,No
CUST-01708,Female,1,Yes,No,23,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),49.31,1140.42,No
CUST-01709,Female,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.89,158.04,No
CUST-01710,Male,1,No,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,549.35,No
CUST-01711,Male,0,No,No,4,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,55.55,228.69,No
CUST-01712,Male,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.0,923.11,No
CUST-01713,Male,0,No,Yes,21,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.18,1852.36,No
CUST-01714,Female,0,No,No,30,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,52.35,1567.13,No
CUST-01715,Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),79.43,5727.96,No
CUST-01716,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),75.64,1942.16,No
CUST-01717,Male,0,No,No,7,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,78.23,572.42,No
CUST-01718,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,70.73,1488.2,No
CUST-01719,Male,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,250.08,No
CUST-01720,Female,0,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),82.69,2284.05,No
CUST-01721,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.8,1264.9,Yes
CUST-01722,Male,0,Yes,No,12,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),83.2,980.01,No
CUST-01723,Female,0,No,No,22,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),54.24,1215.04,No
CUST-01724,Female,0,No,Yes,7,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,95.66,676.02,Yes
CUST-01725,Female,0,No,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.0,335.51,No
CUST-01726,Female,0,Yes,No,34,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),48.0,1611.44,No
CUST-01727,Male,1,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.74,1476.75,Yes
CUST-01728,Female,0,No,Yes,14,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,89.95,1271.5,No
CUST-01729,Female,0,Yes,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.0,1311.59,No
CUST-01730,Female,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,509.04,No
CUST-01731,Male,0,No,Yes,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,67.87,1147.26,No
CUST-01732,Male,0,Yes,No,19,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),52.52,977.39,Yes
CUST-01733,Female,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.33,510.87,No
CUST-01734,Male,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.78,330.31,No
CUST-01735,Female,0,No,No,12,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,56.52,663.89,No
CUST-01736,Male,0,No,No,27,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),57.87,1592.38,Yes
CUST-01737,Male,0,No,Yes,3,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),58.18,188.34,Yes
CUST-01738,Male,0,Yes,No,11,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),46.52,510.63,No
CUST-01739,Male,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.97,1067.56,No
CUST-01740,Female,1,Yes,No,2,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),49.33,55.73,Yes
CUST-01741,Female,0,Yes,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.41,718.81,No
CUST-01742,Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.35,453.21,Yes
CUST-01743,Male,1,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,23.91,333.31,No
CUST-01744,Female,0,Yes,No,16,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.03,775.11,No
CUST-01745,Female,0,Yes,No,22,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,84.17,1859.29,Yes
CUST-01746,Female,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.76,677.77,No
CUST-01747,Male,1,Yes,Yes,30,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,61.77,1845.65,Yes
CUST-01748,Male,0,Yes,No,52,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,65.47,3403.88,No
CUST-01749,Male,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.8,669.91,No
CUST-01750,Female,0,No,No,59,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,68.9,4062.31,Yes
CUST-01751,Female,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),92.99,320.1,Yes
CUST-01752,Female,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.98,1093.7,No
CUST-01753,Male,0,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,88.97,1520.2,No
CUST-01754,Male,1,No,Yes,26,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.72,2098.57,No
CUST-01755,Female,0,No,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),86.36,3211.21,Yes
CUST-01756,Male,0,Yes,No,9,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),51.64,463.53,No
CUST-01757,Male,0,No,Yes,19,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),52.69,977.72,No
CUST-01758,Male,0,No,Yes,55,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,84.66,4667.36,Yes
CUST-01759,Male,1,No,Yes,65,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),53.15,3447.21,No
CUST-01760,Female,0,No,No,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.98,304.82,No
CUST-01761,Male,0,Yes,No,35,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),37.62,1309.16,No
CUST-01762,Male,0,No,Yes,16,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),79.76,1257.04,No
CUST-01763,Male,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,90.71,496.73,Yes
CUST-01764,Male,1,No,No,62,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,78.26,4834.5,No
CUST-01765,Female,0,Yes,No,9,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,91.61,833.53,Yes
CUST-01766,Female,0,Yes,Yes,72,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),74.44,5380.88,No
CUST-01767,Male,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,116.43,No
CUST-01768,Male,1,No,No,50,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,54.13,2731.64,No
CUST-01769,Male,0,Yes,No,48,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,78.1,3761.02,No
CUST-01770,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.0,241.01,No
CUST-01771,Male,0,Yes,No,29,No,No phone service,DSL,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,56.06,1599.49,No
CUST-01772,Male,0,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.57,363.93,Yes
CUST-01773,Female,0,No,Yes,11,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),80.06,859.02,No
CUST-01774,Male,0,Yes,No,33,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),78.29,2592.83,No
CUST-01775,Female,0,Yes,No,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.65,3722.56,No
CUST-01776,Female,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.56,268.3,Yes
CUST-01777,Male,0,No,No,62,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),52.78,3276.12,No
CUST-01778,Female,1,No,Yes,28,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),92.11,2606.05,Yes
CUST-01779,Female,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,88.1,2055.65,No
CUST-01780,Female,1,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.7,463.58,No
CUST-01781,Female,0,No,No,60,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,64.46,3858.66,No
CUST-01782,Female,0,Yes,No,18,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),43.42,778.86,No
CUST-01783,Female,1,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,328.61,No
CUST-01784,Male,0,Yes,No,60,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,81.7,4894.83,No
CUST-01785,Female,0,No,No,63,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,62.46,3948.89,No
CUST-01786,Female,1,No,No,48,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,47.59,2295.85,Yes
CUST-01787,Female,0,Yes,Yes,7,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,70.3,493.83,No
CUST-01788,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,67.44,4863.66,No
CUST-01789,Female,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.0,482.08,No
CUST-01790,Male,0,Yes,No,22,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,45.79,1006.62,Yes
CUST-01791,Female,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.04,1254.38,No
CUST-01792,Male,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.85,783.56,No
CUST-01793,Male,0,Yes,No,17,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,93.93,1583.39,Yes
CUST-01794,Female,0,Yes,No,69,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,61.88,4281.92,No
CUST-01795,Female,0,No,Yes,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.68,434.45,No
CUST-01796,Male,0,No,No,26,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,59.62,1554.09,Yes
CUST-01797,Female,0,No,No,69,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,73.5,5060.88,No
CUST-01798,Male,0,Yes,No,46,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,81.59,3703.67,No
CUST-01799,Male,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.0,692.89,No
CUST-01800,Male,0,No,No,16,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.66,1140.23,Yes
CUST-01801,Male,0,No,No,33,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.47,2858.88,Yes
CUST-01802,Male,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.67,647.47,No
CUST-01803,Female,1,No,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.3,651.87,No
CUST-01804,Male,0,No,No,23,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,99.41,2283.09,Yes
CUST-01805,Male,0,Yes,No,12,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,81.23,1000.2,Yes
CUST-01806,Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,907.83,No
CUST-01807,Male,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,249.81,No
CUST-01808,Female,1,Yes,No,25,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,54.68,1376.16,No
CUST-01809,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,78.13,103.41,Yes
CUST-01810,Female,0,No,No,45,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,55.24,2489.82,Yes
CUST-01811,Male,0,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),78.64,794.71,No
CUST-01812,Male,1,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.91,689.18,No
CUST-01813,Male,1,Yes,No,7,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),53.83,379.2,No
CUST-01814,Female,0,No,No,21,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,60.5,1269.83,Yes
CUST-01815,Male,0,Yes,No,19,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),82.48,1574.93,No
CUST-01816,Female,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.0,187.25,No
CUST-01817,Male,1,Yes,No,29,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),86.94,2530.46,No
CUST-01818,Female,0,Yes,No,6,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),58.82,366.81,No
CUST-01819,Male,0,No,No,41,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.63,1729.36,Yes
CUST-01820,Male,0,Yes,No,43,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,83.11,3578.46,No
CUST-01821,Male,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),81.13,971.82,Yes
CUST-01822,Female,0,Yes,No,60,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),78.9,4766.16,No
CUST-01823,Female,1,No,Yes,21,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,89.79,1881.51,No
CUST-01824,Male,0,Yes,Yes,10,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,80.22,808.2,No
CUST-01825,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),71.38,271.38,No
CUST-01826,Female,0,No,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,1059.16,No
CUST-01827,Female,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,216.87,No
CUST-01828,Female,0,No,Yes,18,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),54.12,972.89,Yes
CUST-01829,Male,0,Yes,Yes,17,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,82.37,1467.74,Yes
CUST-01830,Female,0,No,Yes,49,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),76.13,3721.05,No
CUST-01831,Male,0,No,No,36,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,48.43,1732.67,Yes
CUST-01832,Female,0,No,No,27,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.46,1882.7,Yes
CUST-01833,Male,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,87.21,516.42,Yes
CUST-01834,Female,1,Yes,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,92.93,6569.92,No
CUST-01835,Female,1,Yes,No,36,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),56.72,2022.7,No
CUST-01836,Female,0,Yes,No,37,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,62.55,2321.76,No
CUST-01837,Female,0,No,No,7,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,54.27,399.48,Yes
CUST-01838,Female,1,No,No,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,79.23,668.75,No
CUST-01839,Male,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.64,624.73,No
CUST-01840,Female,0,No,No,26,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,89.38,2348.43,Yes
CUST-01841,Female,1,Yes,No,10,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),86.34,844.35,No
CUST-01842,Female,0,Yes,No,7,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Mailed check,50.51,388.63,No
CUST-01843,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,77.71,1192.02,No
CUST-01844,Female,1,Yes,Yes,19,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,74.87,1407.91,No
CUST-01845,Male,0,No,No,7,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,53.54,376.52,No
CUST-01846,Female,0,Yes,Yes,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,686.01,No
CUST-01847,Female,0,No,No,39,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,47.38,1865.78,No
CUST-01848,Male,0,Yes,No,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),76.23,2587.36,No
CUST-01849,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.83,460.29,Yes
CUST-01850,Male,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,292.33,Yes
CUST-01851,Male,1,No,Yes,42,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),52.08,2187.86,No
CUST-01852,Female,0,Yes,Yes,28,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.03,1660.75,No
CUST-01853,Male,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.52,1606.39,No
CUST-01854,Female,0,No,No,55,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Mailed check,61.88,3391.05,No
CUST-01855,Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,76.49,1839.06,No
CUST-01856,Male,0,No,No,14,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Mailed check,76.9,1100.65,No
CUST-01857,Male,1,No,No,41,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),79.62,3237.31,No
CUST-01858,Male,1,Yes,No,44,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Electronic check,77.01,3381.34,No
CUST-01859,Male,0,Yes,Yes,48,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,82.41,3955.7,No
CUST-01860,Female,0,No,Yes,28,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.1,1438.08,No
CUST-01861,Female,0,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.09,292.44,No
CUST-01862,Male,0,No,No,34,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),69.3,2357.03,No
CUST-01863,Female,0,Yes,No,35,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),76.3,2661.89,No
CUST-01864,Female,0,No,No,40,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,77.48,3082.5,No
